seed,loss,accuracy,num_correct,num_incorrect,cpu,duration
23633,0.004168295771092316,0.9991126326465398,6197152,723882,,257.82040905952454
23696,0.004081412487480852,0.9989209586911346,6033145,887889,,240.65283703804016
24144,0.003321711762762061,0.9990283743770472,6093538,827496,,241.90524077415466
24173,0.00700765445555169,0.9983173203827503,5995088,925946,,242.06620740890503
24202,0.002683711124994057,0.9992811718319806,6189861,731173,,240.82833456993103
24262,0.0034152719154495518,0.9990207293628992,6108345,812689,,240.14504647254944
24438,0.00429587657368248,0.998906929332322,6028905,892129,,241.4600944519043
24566,0.003622039072463631,0.998942315435649,6066278,854756,,238.25774836540222
25516,0.0036702549468858353,0.9989321297450334,6122547,798487,,253.872784614563
26278,0.0028022133422990207,0.9993162345967154,6197712,723322,,252.98115015029907
26374,0.008463504527735628,0.9965784606642862,6230112,690922,,251.78780317306519
26829,0.0028140234011321706,0.9993255875702293,6300124,620910,,251.02916860580444
26932,0.003457724819598249,0.9991340219408038,6105015,816019,,254.11898493766785
27300,0.0029331181397799044,0.9992014456524998,6174648,746386,,248.9031276702881
27484,0.00831994849410706,0.9983259074177278,6281310,639724,,248.95926523208618
27584,0.006537227735355603,0.9985314933860562,6251681,669353,,256.30541014671326
27671,0.0037578492529014153,0.9993061793925523,6225625,695409,,254.6990270614624
27714,0.0022559736121812663,0.999450586603628,6271994,649040,,254.28017473220825
28090,0.0033785616094091065,0.999226226177896,6238114,682920,,252.40738463401794
28716,0.004493413155780365,0.9987740428343759,6223943,697091,,253.17054724693298
28778,0.0035043437467408333,0.99899412774184,6194216,726818,,251.85099005699158
29022,0.002717863423389137,0.9994849642240476,6232126,688908,,251.4776828289032
29052,0.003922104380445149,0.9990862313647114,6120036,800998,,299.806734085083
29110,0.004411965317507094,0.9985401006580479,5970203,950831,,298.537481546402
29195,0.0033822183610484496,0.9990743681627707,6175742,745292,,298.2434136867523
29565,0.007304578137345632,0.9978927104838766,6199501,721533,,295.04695200920105
29725,0.0033513683944385846,0.9992579419235074,6181830,739204,,299.0527997016907
29726,0.005595050768460857,0.9983251168555888,6168044,752990,,302.90742540359497
30371,0.0022511872687645098,0.9994533839133932,6206623,714411,,300.3794777393341
30463,0.0035277621341186613,0.9990267013554355,6073868,847166,,250.94587540626526
30684,0.003560668487082571,0.9992128227227502,6212670,708364,,252.24964427947998
30899,0.0027702359852587546,0.9992017747117187,6186447,734587,,250.50110149383545
31308,0.003669900780382047,0.9992500739482851,6207572,713462,,248.03478574752808
32103,0.0026764679044569487,0.9991942668258156,6132063,788971,,247.28252387046814
32374,0.0029053606447296625,0.9995741988469242,6321279,599755,,254.8861813545227
32382,0.004941359696158022,0.998870498476759,6196898,724136,,256.5296878814697
