seed,accuracy-bound,normalized-accuracy-bound,correct-count-lower-bound,duration-proof-search,duration
50,0.8814195924509041,0.8838847229480435,1040596585183693041945,1.9073486328125e-06,984.3481817245485
104,0.8814195924509041,0.8838847229480435,1040596585183693041945,1.9073486328125e-06,984.3481817245485
123,0.8814195924509041,0.8838847229480435,1040596585183693041945,1.9073486328125e-06,984.3481817245485
519,0.8814195924509041,0.8838847229480435,1040596585183693041945,1.9073486328125e-06,984.3481817245485
742,0.8814195924509041,0.8838847229480435,1040596585183693041945,1.9073486328125e-06,984.3481817245485
913,0.8814195924509041,0.8838847229480435,1040596585183693041945,1.9073486328125e-06,984.3481817245485
1185,0.8814195924509041,0.8838847229480435,1040596585183693041945,1.9073486328125e-06,984.3481817245485
1283,0.8814195924509041,0.8838847229480435,1040596585183693041945,1.9073486328125e-06,984.3481817245485
1412,0.8814195924509041,0.8838847229480435,1040596585183693041945,1.9073486328125e-06,984.3481817245485
1490,0.8814195924509041,0.8838847229480435,1040596585183693041945,1.9073486328125e-06,984.3481817245485
1681,0.8814195924509041,0.8838847229480435,1040596585183693041945,1.9073486328125e-06,984.3481817245485
1696,0.8814195924509041,0.8838847229480435,1040596585183693041945,1.9073486328125e-06,984.3481817245485
1895,0.8814195924509041,0.8838847229480435,1040596585183693041945,1.9073486328125e-06,984.3481817245485
1951,0.8814195924509041,0.8838847229480435,1040596585183693041945,1.9073486328125e-06,984.3481817245485
2236,0.8814195924509041,0.8838847229480435,1040596585183693041945,1.9073486328125e-06,984.3481817245485
2306,0.8814195924509041,0.8838847229480435,1040596585183693041945,1.9073486328125e-06,984.3481817245485
2345,0.8814195924509041,0.8838847229480435,1040596585183693041945,1.9073486328125e-06,984.3481817245485
2549,0.8814195924509041,0.8838847229480435,1040596585183693041945,1.9073486328125e-06,984.3481817245485
2743,0.8814195924509041,0.8838847229480435,1040596585183693041945,1.9073486328125e-06,984.3481817245485
2773,0.8814195924509041,0.8838847229480435,1040596585183693041945,1.9073486328125e-06,984.3481817245485
3175,0.8814195924509041,0.8838847229480435,1040596585183693041945,1.9073486328125e-06,984.3481817245485
3254,0.8814195924509041,0.8838847229480435,1040596585183693041945,1.9073486328125e-06,984.3481817245485
3284,0.8814195924509041,0.8838847229480435,1040596585183693041945,1.9073486328125e-06,984.3481817245485
4157,0.8814195924509041,0.8838847229480435,1040596585183693041945,1.9073486328125e-06,984.3481817245485
4305,0.8814195924509041,0.8838847229480435,1040596585183693041945,1.9073486328125e-06,984.3481817245485
4430,0.8814195924509041,0.8838847229480435,1040596585183693041945,1.9073486328125e-06,984.3481817245485
4647,0.8814195924509041,0.8838847229480435,1040596585183693041945,1.9073486328125e-06,984.3481817245485
4729,0.8814195924509041,0.8838847229480435,1040596585183693041945,1.9073486328125e-06,984.3481817245485
4800,0.8814195924509041,0.8838847229480435,1040596585183693041945,1.9073486328125e-06,984.3481817245485
4810,0.8814195924509041,0.8838847229480435,1040596585183693041945,1.9073486328125e-06,984.3481817245485
5358,0.8814195924509041,0.8838847229480435,1040596585183693041945,1.9073486328125e-06,984.3481817245485
5615,0.8814195924509041,0.8838847229480435,1040596585183693041945,1.9073486328125e-06,984.3481817245485
5781,0.8814195924509041,0.8838847229480435,1040596585183693041945,1.9073486328125e-06,984.3481817245485
5928,0.8814195924509041,0.8838847229480435,1040596585183693041945,1.9073486328125e-06,984.3481817245485
6082,0.8814195924509041,0.8838847229480435,1040596585183693041945,1.9073486328125e-06,984.3481817245485
6155,0.8814195924509041,0.8838847229480435,1040596585183693041945,1.9073486328125e-06,984.3481817245485
6159,0.8814195924509041,0.8838847229480435,1040596585183693041945,1.9073486328125e-06,984.3481817245485
6204,0.8814195924509041,0.8838847229480435,1040596585183693041945,1.9073486328125e-06,984.3481817245485
6532,0.8814195924509041,0.8838847229480435,1040596585183693041945,1.9073486328125e-06,984.3481817245485
6549,0.8814195924509041,0.8838847229480435,1040596585183693041945,1.9073486328125e-06,984.3481817245485
6589,0.8814195924509041,0.8838847229480435,1040596585183693041945,1.9073486328125e-06,984.3481817245485
6910,0.8814195924509041,0.8838847229480435,1040596585183693041945,1.9073486328125e-06,984.3481817245485
7098,0.8814195924509041,0.8838847229480435,1040596585183693041945,1.9073486328125e-06,984.3481817245485
7238,0.8814195924509041,0.8838847229480435,1040596585183693041945,1.9073486328125e-06,984.3481817245485
7310,0.8814195924509041,0.8838847229480435,1040596585183693041945,1.9073486328125e-06,984.3481817245485
7467,0.8814195924509041,0.8838847229480435,1040596585183693041945,1.9073486328125e-06,984.3481817245485
7790,0.8814195924509041,0.8838847229480435,1040596585183693041945,1.9073486328125e-06,984.3481817245485
7884,0.8814195924509041,0.8838847229480435,1040596585183693041945,1.9073486328125e-06,984.3481817245485
8048,0.8814195924509041,0.8838847229480435,1040596585183693041945,1.9073486328125e-06,984.3481817245485
8299,0.8814195924509041,0.8838847229480435,1040596585183693041945,1.9073486328125e-06,984.3481817245485
8721,0.8814195924509041,0.8838847229480435,1040596585183693041945,1.9073486328125e-06,984.3481817245485
8745,0.8814195924509041,0.8838847229480435,1040596585183693041945,1.9073486328125e-06,984.3481817245485
