seed,loss,accuracy,model-seed,dataset-seed
29110,0.007202836387019488,0.9984401041666666,3881332224,222137344
29195,0.020740683230862488,0.9948020833333333,1496344320,1242578176
29565,0.007896516897536154,0.9984401041666666,421385472,1649264128
29725,0.008109406541407224,0.9980390625,2501192448,3359015936
29726,0.02390408406565742,0.9948958333333333,695007488,3351269120
30371,0.025311865743628006,0.9936197916666667,1827975168,358791936
30463,0.03372954183385203,0.9932526041666667,958166528,3529113088
30684,0.009262769435154042,0.9979713541666667,1678805760,1342738176
30899,0.009729482638533227,0.9974947916666667,89836032,58500608
31308,0.019972217000749273,0.9952942708333333,1808059392,326289920
32103,0.027650262069888413,0.9929869791666667,3989714432,2355916800
32374,0.010130347422459938,0.9977994791666667,396625152,1068697088
32382,0.008686203876888612,0.9979348958333333,1777363200,1906699776
