0 0.271098017692566
1 0.232483088970184
2 0.226928204298019
3 0.216392427682877
4 0.203267559409142
5 0.178104773163795
6 0.176223054528236
7 0.16950660943985
8 0.166295275092125
9 0.161695122718811
10 0.147859171032906
11 0.144000694155693
12 0.136437207460403
13 0.131933704018593
14 0.117175988852978
15 0.110037095844746
16 0.096862368285656
17 0.0876523554325104
18 0.0859458595514297
19 0.0815542489290237
20 0.0709337592124939
21 0.0665032714605331
22 0.0605061799287796
23 0.0472633056342602
24 0.0436643995344639
25 0.040006872266531
26 0.0330671444535255
27 0.0250454489141703
28 0.0172843188047409
29 0.00822511408478022
30 0.00247793481685221
31 1.56213616264722e-07
