0 3.28466939926147
1 3.22277283668518
2 2.91671872138977
3 2.55210256576538
4 2.29653978347778
5 1.84493005275726
6 1.72947120666504
7 1.57884287834167
8 1.41588711738586
9 1.39145839214325
10 1.29161643981934
11 1.20761966705322
12 1.17362546920776
13 1.15278482437134
14 1.0943067073822
15 1.04277324676514
16 1.00667607784271
17 0.984953939914703
18 0.939241707324982
19 0.828082323074341
20 0.812913477420807
21 0.781326532363892
22 0.731884598731995
23 0.65221631526947
24 0.61357569694519
25 0.569973230361938
26 0.537868797779083
27 0.468929469585419
28 0.444534003734589
29 0.419662177562714
30 2.67834934675193e-06
31 9.21954949717474e-07
