0 0.570200204849243
1 0.492083728313446
2 0.466616660356522
3 0.364092260599136
4 0.341182589530945
5 0.290486007928848
6 0.266067802906036
7 0.256177127361298
8 0.240017682313919
9 0.228544563055038
10 0.211740508675575
11 0.20680832862854
12 0.200265854597092
13 0.198800072073936
14 0.18759797513485
15 0.175370082259178
16 0.169146478176117
17 0.161285176873207
18 0.151840597391129
19 0.146042048931122
20 0.136114463210106
21 0.132691115140915
22 0.120997130870819
23 0.115605525672436
24 0.10493165999651
25 0.0981445014476776
26 0.095442533493042
27 0.08254674077034
28 0.0783340781927109
29 0.0627828910946846
30 1.67916624604914e-07
31 1.26444945180992e-07
