0 0.264066785573959
1 0.236542001366615
2 0.229721277952194
3 0.212730303406715
4 0.203027576208115
5 0.195065751671791
6 0.190641969442368
7 0.183244302868843
8 0.156974017620087
9 0.1517184227705
10 0.142368227243423
11 0.132527559995651
12 0.127731189131737
13 0.123220942914486
14 0.112962856888771
15 0.10580337792635
16 0.0954471528530121
17 0.0900045782327652
18 0.0868489146232605
19 0.0738587006926537
20 0.0707467496395111
21 0.0624079070985317
22 0.0571128390729427
23 0.0538558028638363
24 0.0449568443000317
25 0.0374696962535381
26 0.0336153842508793
27 0.0230965111404657
28 0.0190493296831846
29 0.00474670669063926
30 0.00205942033790052
31 9.60670547556219e-08
