x  y
1151.62292480469 8.38610083270772e-36
626.831848144531 8.39173750143524e-36
1240.58984375 9.18701489667776e-36
697.780822753906 9.85300171323342e-36
1070.73583984375 9.88334822301524e-36
857.869995117188 9.88818944472972e-36
1175.57409667969 9.92147931196586e-36
1041.7890625 1.0591515405144e-35
854.934387207031 1.05957965844962e-35
838.293212890625 1.06006041789286e-35
848.948425292969 1.06129771627645e-35
562.406677246094 1.06436167770732e-35
1053.67211914062 1.06605664151998e-35
907.436950683594 1.0678824072693e-35
1068.12463378906 1.06839029996673e-35
935.168701171875 1.08693503699177e-35
887.264953613281 1.11815754823473e-35
693.243530273438 1.13206885034407e-35
628.809875488281 1.13207054354139e-35
942.446899414062 1.13207159888933e-35
665.817138671875 1.13222739135225e-35
586.325317382812 1.13928309865335e-35
833.327575683594 1.13992976023912e-35
984.330810546875 1.14144757082013e-35
923.7685546875 1.20600741451992e-35
801.071899414062 1.20664572172762e-35
678.347229003906 1.20665160938431e-35
458.274078369141 1.20751925443608e-35
808.503295898438 1.20833507667776e-35
890.823425292969 1.21111633961583e-35
1252.77502441406 1.21138308389302e-35
626.201599121094 1.21552210037132e-35
619.504760742188 1.28026408837376e-35
784.856384277344 1.28051833398394e-35
814.08740234375 1.28067271813284e-35
674.286071777344 1.28067356718213e-35
770.185729980469 1.28067417311515e-35
892.216064453125 1.28067732380139e-35
595.3271484375 1.28067784408484e-35
849.521911621094 1.28069401637469e-35
799.311157226562 1.28070899438518e-35
621.506103515625 1.28075330599992e-35
977.697937011719 1.28100409553246e-35
783.479431152344 1.28104211756618e-35
814.004455566406 1.28108992296647e-35
778.90771484375 1.28109581270031e-35
685.105712890625 1.28120885741542e-35
1090.54907226562 1.28133437138521e-35
782.232055664062 1.2815674253213e-35
1044.46875 1.28160661839435e-35
1162.55200195312 1.28170258656778e-35
680.367431640625 1.28176276311739e-35
1023.68334960938 1.28181535811506e-35
691.266845703125 1.28204598274506e-35
1232.63488769531 1.2822489270922e-35
892.318420410156 1.28227330828632e-35
839.744201660156 1.28232838046663e-35
746.337646484375 1.28233546360241e-35
899.83984375 1.28235862449253e-35
1111.76623535156 1.28260379517431e-35
811.545349121094 1.28268752819614e-35
722.951110839844 1.28288978433717e-35
892.629943847656 1.28320906379777e-35
810.294250488281 1.28463369430514e-35
888.844543457031 1.28601379424743e-35
1135.33264160156 1.28899505753414e-35
1001.32995605469 1.35514987332404e-35
992.575561523438 1.35518897940629e-35
1102.67761230469 1.35524941185434e-35
922.824523925781 1.35535173558379e-35
678.826232910156 1.35535175219736e-35
826.561462402344 1.35535238521404e-35
1005.6015625 1.35535242661241e-35
937.220947265625 1.35535387000152e-35
1182.67395019531 1.3553584820927e-35
712.606140136719 1.35536357996799e-35
910.560424804688 1.35536978706304e-35
735.850891113281 1.35537087660703e-35
992.454345703125 1.35540074439222e-35
781.1533203125 1.35543476479938e-35
1261.359375 1.3554646966634e-35
929.19189453125 1.35550949432318e-35
734.538452148438 1.35557680389229e-35
549.729553222656 1.35559336864473e-35
667.799255371094 1.35569181367996e-35
1273.40661621094 1.35586089355354e-35
1037.9208984375 1.3558624225764e-35
802.723327636719 1.35593604384701e-35
1051.89587402344 1.35599829086376e-35
1085.9873046875 1.35600845362464e-35
1157.07531738281 1.35603925902603e-35
662.619323730469 1.35625048744721e-35
1082.69506835938 1.35626505174718e-35
747.220275878906 1.35636397796111e-35
524.209716796875 1.356601052231e-35
694.661499023438 1.41597163754871e-35
1138.57702636719 1.43010817902312e-35
1085.96643066406 1.43018344568462e-35
1121.98608398438 1.43018402987431e-35
749.402770996094 1.43020032912242e-35
647.118347167969 1.4302775409569e-35
797.201354980469 1.43027940759498e-35
1094.73596191406 1.43027985360466e-35
858.34326171875 1.43030270349838e-35
988.891784667969 1.4303131183295e-35
863.648193359375 1.43032346258637e-35
801.443481445312 1.4303350117729e-35
765.53515625 1.43035465058421e-35
766.072265625 1.43037344494113e-35
766.376525878906 1.43038078227137e-35
1076.74682617188 1.43046775307995e-35
941.472961425781 1.43052455102271e-35
813.568969726562 1.430551926031e-35
924.546875 1.4305859919655e-35
897.117309570312 1.43064375390339e-35
1082.26257324219 1.43064907176388e-35
724.734741210938 1.43065338601053e-35
722.60498046875 1.43067095708567e-35
1275.38122558594 1.43068213332903e-35
986.536499023438 1.43072294527441e-35
649.787353515625 1.43079618881212e-35
899.839233398438 1.4308857825023e-35
1333.81188964844 1.43090927870918e-35
1140.22900390625 1.43097011604852e-35
958.761901855469 1.43101073581536e-35
816.378051757812 1.43105007962104e-35
820.966125488281 1.43113835815649e-35
711.746704101562 1.43132621735695e-35
999.405090332031 1.43172803170447e-35
769.558410644531 1.43219004495373e-35
565.258361816406 1.50516371160307e-35
1082.43872070312 1.50526960498932e-35
949.756103515625 1.50532779888384e-35
1104.17333984375 1.50536750061703e-35
594.564331054688 1.50540414492182e-35
674.257873535156 1.50543820041374e-35
865.055358886719 1.50546921195276e-35
524.349060058594 1.50547057576336e-35
968.266662597656 1.50563754852202e-35
1015.28948974609 1.50571414595832e-35
964.915283203125 1.50575120135455e-35
690.303405761719 1.50576589542052e-35
973.053466796875 1.50587055629206e-35
557.035217285156 1.50595966892079e-35
1079.05187988281 1.50605190354425e-35
649.246765136719 1.50617539373187e-35
1145.91040039062 1.58055356943616e-35
335.182342529297 1.58072070892891e-35
874.759094238281 1.58074279882725e-35
1414.54528808594 1.5813173199085e-35
966.636169433594 1.65553575706978e-35
923.7685546875 1.88438658518738e-35
783.479431152344 8.7261574831861e-34
897.117309570312 1.28134420384041e-28
1015.28948974609 1.75210152844375e-12
890.823425292969 2.76748417802027e-09
988.891784667969 8.69498632227088e-07
1414.54528808594 2.88735739775969e-06
801.443481445312 0.000344060448056873
649.246765136719 0.000391999244351303
910.560424804688 0.000728573038851053
813.568969726562 0.000789239416379475
1068.12463378906 0.000828198414874065
1252.77502441406 0.00116093519156833
697.780822753906 0.00244244296428878
667.799255371094 0.00292239645537577
680.367431640625 0.0036010053275891
863.648193359375 0.0041319950764677
810.294250488281 0.00456382295516237
949.756103515625 0.00526860413867243
1023.68334960938 0.00561059051481525
1037.9208984375 0.00564548658873167
801.071899414062 0.00570001920388379
1273.40661621094 0.00603798852969246
626.201599121094 0.00623808743681631
1240.58984375 0.00626130098712363
735.850891113281 0.0068763380383144
722.951110839844 0.00754193759378533
766.072265625 0.00775057153853909
1082.43872070312 0.00782230812555426
747.220275878906 0.00853683302366852
712.606140136719 0.0092268564642688
1053.67211914062 0.00973196770759473
1053.67211914062 0.011252485051012
778.90771484375 0.0113781350938545
814.08740234375 0.0123265229960854
849.521911621094 0.0129147555154648
690.303405761719 0.0133598015468957
964.915283203125 0.0134540300014163
986.536499023438 0.0153673553562451
907.436950683594 0.0154347523382689
968.266662597656 0.0155827194015571
977.697937011719 0.0159282487026771
524.209716796875 0.0170063225442151
619.504760742188 0.0172796901209452
937.220947265625 0.0174409124649977
941.472961425781 0.0183492727327152
595.3271484375 0.0202998576470906
766.376525878906 0.0203110009413164
935.168701171875 0.0204160956608875
992.575561523438 0.0205847489787594
797.201354980469 0.0206186012599676
1090.54907226562 0.0208208989340486
1135.33264160156 0.0210083446879621
524.349060058594 0.0218810899020314
799.311157226562 0.0230595465534816
674.257873535156 0.0245995034444997
685.105712890625 0.0258571840709857
557.035217285156 0.0289418991407764
769.558410644531 0.0347828298032924
722.60498046875 0.0352960963138232
1151.62292480469 0.0380602265760148
724.734741210938 0.0415271146519639
1138.57702636719 0.0419828862519944
1070.73583984375 0.0427812398259375
621.506103515625 0.0442251894579665
973.053466796875 0.0463624226254749
929.19189453125 0.0471413639709156
942.446899414062 0.051345889092721
820.966125488281 0.0516743758421331
678.347229003906 0.0532682994919404
838.293212890625 0.0548159202659364
1001.32995605469 0.0556109419325747
678.826232910156 0.056882173810448
814.004455566406 0.0593977588495253
458.274078369141 0.0595447624768615
335.182342529297 0.0606642579981684
1085.9873046875 0.0621293596916963
1157.07531738281 0.0640861791538791
749.402770996094 0.0642786237404967
1145.91040039062 0.0706318957669953
594.564331054688 0.0713847910549836
667.799255371094 0.0719203285953983
888.844543457031 0.0733944787315319
802.723327636719 0.0742009436830122
649.787353515625 0.0769645283373312
922.824523925781 0.0790233806431666
1182.67395019531 0.0795668371967335
1121.98608398438 0.0802912621640547
992.454345703125 0.0827170221532191
887.264953613281 0.0838221004837518
1079.05187988281 0.0839712484859702
865.055358886719 0.0861858936692212
1082.26257324219 0.0864949439110189
765.53515625 0.0902352758419594
1232.63488769531 0.0906572306933573
892.629943847656 0.0910010496026783
958.761901855469 0.0923562999140777
984.330810546875 0.093505193825786
1094.73596191406 0.0945508626113908
1076.74682617188 0.0983636696727496
1102.67761230469 0.0994620238182009
549.729553222656 0.101962284532506
833.327575683594 0.108433443920869
586.325317382812 0.112122662150461
781.1533203125 0.113573324467513
1175.57409667969 0.11664740495778
594.564331054688 0.118065862970685
808.503295898438 0.119879107331521
811.545349121094 0.12254147325458
892.216064453125 0.123218615131177
1082.69506835938 0.126966366688227
626.831848144531 0.128523253882486
1111.76623535156 0.128866090880099
966.636169433594 0.130197621801981
816.378051757812 0.132155415780484
691.266845703125 0.132428012400903
890.823425292969 0.133185109830837
665.817138671875 0.134019015668649
1044.46875 0.135083155572397
458.274078369141 0.136642513557668
1333.81188964844 0.138508708125336
857.869995117188 0.141738530327438
628.809875488281 0.142552060017302
968.266662597656 0.143315548635596
1001.32995605469 0.146006353878221
892.318420410156 0.148680928830028
662.619323730469 0.148748138567172
746.337646484375 0.151672068985484
949.756103515625 0.152202855013782
899.839233398438 0.153071366101486
621.506103515625 0.157832708636797
674.286071777344 0.159017523346053
986.536499023438 0.15917656074818
647.118347167969 0.160606375343262
874.759094238281 0.161093461187422
1140.22900390625 0.163215617665687
1005.6015625 0.163654169362944
693.243530273438 0.163941153312006
888.844543457031 0.165096283400766
458.274078369141 0.167432012397804
924.546875 0.167977220427508
1104.17333984375 0.170054772414755
797.201354980469 0.172423874095419
810.294250488281 0.174538700424308
839.744201660156 0.174875475312301
854.934387207031 0.175156255490047
942.446899414062 0.175363688155791
649.787353515625 0.176042197605113
770.185729980469 0.17724249429134
923.7685546875 0.177434431526147
838.293212890625 0.180479475152322
594.564331054688 0.181711130412385
784.856384277344 0.183565666543582
711.746704101562 0.183766750503663
1076.74682617188 0.185470092929819
647.118347167969 0.185637159760437
890.823425292969 0.186225352213135
820.966125488281 0.187602796503162
1135.33264160156 0.189291105166824
924.546875 0.189846065038065
992.454345703125 0.190078168567167
565.258361816406 0.196380414030255
1015.28948974609 0.197667245866625
746.337646484375 0.198037950662224
826.561462402344 0.198133085045271
907.436950683594 0.198367108520672
1275.38122558594 0.198564012393323
749.402770996094 0.199882125078259
1261.359375 0.200591718485404
899.83984375 0.201365416128491
524.349060058594 0.201974916888658
848.948425292969 0.201980141132186
1094.73596191406 0.202284789154974
335.182342529297 0.202593753385273
724.734741210938 0.203103514275119
958.761901855469 0.204192109559801
565.258361816406 0.205791141754665
814.004455566406 0.207407369074732
662.619323730469 0.207884449185042
647.118347167969 0.208487339499184
674.257873535156 0.209182844400237
1273.40661621094 0.209437765812901
924.546875 0.211499941869713
892.216064453125 0.213385321291268
694.661499023438 0.214361478836333
647.118347167969 0.217033523766384
562.406677246094 0.217322352619763
1051.89587402344 0.217723029213449
458.274078369141 0.218907250128153
782.232055664062 0.219157021144112
1085.96643066406 0.220880607461429
619.504760742188 0.224696804610702
586.325317382812 0.225140304361271
910.560424804688 0.225145191195736
816.378051757812 0.226470973235201
968.266662597656 0.230664231969707
887.264953613281 0.231892613142526
813.568969726562 0.231980984807352
1162.55200195312 0.232279784961649
781.1533203125 0.234753299727028
783.479431152344 0.234873059009764
1076.74682617188 0.236143155508136
1145.91040039062 0.236539250732777
811.545349121094 0.237520312554831
694.661499023438 0.238526491325388
694.661499023438 0.240049559014993
810.294250488281 0.241429479808345
1085.96643066406 0.243093535234708
1076.74682617188 0.243468121338586
968.266662597656 0.243496133346802
964.915283203125 0.244273911729411
649.246765136719 0.245320427768165
680.367431640625 0.245907373289852
1041.7890625 0.246474883685707
922.824523925781 0.247547372941024
549.729553222656 0.249728077152903
992.454345703125 0.250356088272559
941.472961425781 0.250649847568262
678.826232910156 0.251106703441938
838.293212890625 0.251225415754115
694.661499023438 0.251468590266265
863.648193359375 0.252203549744965
595.3271484375 0.252629273622098
1079.05187988281 0.256851228841586
1151.62292480469 0.258043312032805
562.406677246094 0.258238135759837
665.817138671875 0.25825533858778
992.454345703125 0.260953552854128
814.08740234375 0.260961350819325
1104.17333984375 0.261505922802263
766.376525878906 0.261794690785212
557.035217285156 0.264148484067773
769.558410644531 0.264280014972127
977.697937011719 0.264356949439648
712.606140136719 0.264735217347595
910.560424804688 0.265578379766903
1082.43872070312 0.266102097451678
992.575561523438 0.266124981172264
694.661499023438 0.266880861147577
810.294250488281 0.266930755249184
711.746704101562 0.267028899035229
1232.63488769531 0.267610090617102
694.661499023438 0.269542197330449
765.53515625 0.269807794498603
628.809875488281 0.269984513392933
1102.67761230469 0.270132641878216
711.746704101562 0.270300621515226
766.376525878906 0.272111373963329
674.257873535156 0.273016553493959
899.839233398438 0.273652130704673
1252.77502441406 0.274771679164368
1005.6015625 0.27607433443292
1111.76623535156 0.276547637118369
1082.43872070312 0.278470691548519
782.232055664062 0.279392048368457
887.264953613281 0.279854304216544
626.201599121094 0.280768939616799
722.951110839844 0.282944246834758
984.330810546875 0.283304135826746
1082.43872070312 0.283464643620886
685.105712890625 0.283915663975661
849.521911621094 0.284467443128808
626.201599121094 0.284577261582971
848.948425292969 0.28482168789211
1414.54528808594 0.285347472516646
734.538452148438 0.285436967235384
801.443481445312 0.285608509786839
565.258361816406 0.288296480900535
848.948425292969 0.288344127515284
778.90771484375 0.288548709496842
619.504760742188 0.288812145908958
838.293212890625 0.290244370393319
887.264953613281 0.291138493066014
711.746704101562 0.291371384639706
783.479431152344 0.291694840327412
1157.07531738281 0.293462193138698
1037.9208984375 0.294662671865494
335.182342529297 0.295541783244667
999.405090332031 0.297045094147321
649.787353515625 0.297588667314863
1138.57702636719 0.297829259310582
797.201354980469 0.299280463730443
923.7685546875 0.300282242433326
1053.67211914062 0.300722358673596
966.636169433594 0.301004054331381
1023.68334960938 0.30107061814924
766.072265625 0.30112205971809
335.182342529297 0.301315421789377
1090.54907226562 0.301562706328108
626.201599121094 0.304315248605768
929.19189453125 0.304774339573282
1023.68334960938 0.304834737151281
1162.55200195312 0.304861853191176
910.560424804688 0.304869268107653
810.294250488281 0.305312212919222
1085.9873046875 0.305404058069789
838.293212890625 0.30597366719432
1068.12463378906 0.306314209551002
899.83984375 0.306868388420842
797.201354980469 0.307005596696901
649.787353515625 0.307172462039516
935.168701171875 0.307243411791875
988.891784667969 0.307247985453094
722.60498046875 0.307295633069389
1175.57409667969 0.308705904451045
674.286071777344 0.308929613057255
942.446899414062 0.309424251983268
626.831848144531 0.309786487460756
722.951110839844 0.310949510003944
1182.67395019531 0.312214320305736
887.264953613281 0.312974178500906
557.035217285156 0.313233751672437
747.220275878906 0.314079563505041
649.787353515625 0.314165672050948
766.376525878906 0.314212155586501
839.744201660156 0.316029592021777
808.503295898438 0.316226895531246
937.220947265625 0.316377721526301
1157.07531738281 0.316891945864406
865.055358886719 0.317721226365534
888.844543457031 0.318070582964527
766.072265625 0.318207108514686
594.564331054688 0.318449718251344
999.405090332031 0.318736111151976
1273.40661621094 0.318981186789393
766.072265625 0.319224598292493
973.053466796875 0.319247573569814
801.071899414062 0.319854973973082
797.201354980469 0.319972196482798
458.274078369141 0.322083671832767
781.1533203125 0.322197626709883
691.266845703125 0.322887853514923
735.850891113281 0.32335201216504
1023.68334960938 0.324541120199367
524.349060058594 0.324665227101623
1037.9208984375 0.324856274847435
724.734741210938 0.32488727197611
854.934387207031 0.325964424573288
848.948425292969 0.326181097265371
524.209716796875 0.326470543471691
865.055358886719 0.326631567386396
857.869995117188 0.326708285246301
1085.96643066406 0.32679075657751
549.729553222656 0.326849876544648
897.117309570312 0.327323935653506
335.182342529297 0.327698097448092
784.856384277344 0.327848809127031
892.318420410156 0.328967810538165
813.568969726562 0.329488778051972
799.311157226562 0.33028313163126
941.472961425781 0.333166812610828
619.504760742188 0.333463074152295
892.629943847656 0.333500785032467
820.966125488281 0.334092730006748
890.823425292969 0.334130856621692
781.1533203125 0.334778115619029
1157.07531738281 0.334891027631222
1273.40661621094 0.334933478215885
1053.67211914062 0.335005614498133
937.220947265625 0.335040752723578
1082.69506835938 0.335425521206418
665.817138671875 0.336153993289364
826.561462402344 0.336540337541224
1333.81188964844 0.336843493489764
1252.77502441406 0.337129986137659
802.723327636719 0.337181342225432
1121.98608398438 0.33745751038394
968.266662597656 0.337529167628358
799.311157226562 0.338348509918963
1037.9208984375 0.338510276940547
674.257873535156 0.338703470531817
770.185729980469 0.339437434364103
649.246765136719 0.339712486933198
839.744201660156 0.34064353946637
801.071899414062 0.340652807294623
667.799255371094 0.341282090902719
765.53515625 0.341370909239098
863.648193359375 0.341696755021698
769.558410644531 0.34251775605061
693.243530273438 0.342886560297875
839.744201660156 0.34298581857747
724.734741210938 0.343468032369462
813.568969726562 0.34388392153581
665.817138671875 0.34442635298605
749.402770996094 0.34469471826107
1041.7890625 0.3447731370265
799.311157226562 0.344819691504121
649.246765136719 0.344932419773984
557.035217285156 0.346623319775405
1151.62292480469 0.347445204416176
973.053466796875 0.347453918056516
874.759094238281 0.347756694022134
922.824523925781 0.347824759897924
1044.46875 0.348164388495123
678.826232910156 0.349094252478075
690.303405761719 0.349509172503462
801.071899414062 0.34951631526425
746.337646484375 0.349597525217634
833.327575683594 0.350535457164919
524.209716796875 0.351019035523178
865.055358886719 0.351492308642808
1090.54907226562 0.352508409710145
621.506103515625 0.352861778048655
865.055358886719 0.352916329692518
813.568969726562 0.352941133086038
335.182342529297 0.353196706997359
690.303405761719 0.353269558923483
711.746704101562 0.353616951844667
888.844543457031 0.353757939242646
992.454345703125 0.353866834304016
678.347229003906 0.35415143102179
820.966125488281 0.354758118100771
1275.38122558594 0.355651046590047
1094.73596191406 0.355779624131253
801.443481445312 0.357782466890106
335.182342529297 0.357889726644777
1070.73583984375 0.35824347144259
722.951110839844 0.35846652783004
1082.26257324219 0.358477011264409
783.479431152344 0.358478914894635
586.325317382812 0.359453014019091
858.34326171875 0.360567821450507
557.035217285156 0.361231094468556
524.349060058594 0.361317916874673
746.337646484375 0.362720657639426
814.08740234375 0.363142863370815
1135.33264160156 0.363248015291231
1240.58984375 0.363406464889946
1085.96643066406 0.36401518554176
678.826232910156 0.364045062193406
524.349060058594 0.364586422549762
562.406677246094 0.365322584204301
910.560424804688 0.365351711570497
